id,loja,setor,data,vendas_semanais,feriado
141426,12,9,01-07,11215.45,nao
141427,38,60,01-07,352.0,nao
141428,26,41,01-07,612.67,nao
141429,7,56,01-07,353.75,nao
141430,21,4,01-07,19726.0,nao
141431,8,1,01-07,9166.83,nao
141432,6,5,01-07,28868.99,nao
141433,3,21,01-07,1040.0,nao
141434,1,90,01-07,78502.53,nao
141435,23,48,01-07,-102.32,nao
141436,4,83,01-07,10336.74,nao
141437,1,21,01-07,7716.16,nao
141438,9,26,01-07,,nao
141439,41,35,01-07,,nao
141440,34,90,01-07,42511.53,nao
141441,21,26,01-07,5745.87,nao
141442,4,1,01-07,25293.64,nao
141443,41,91,01-07,57559.7,nao
141444,29,98,01-07,25.5,nao
141445,23,22,01-07,18791.93,nao
141446,17,35,01-07,1501.5,nao
141447,17,82,01-07,,nao
141448,16,97,01-07,2472.05,nao
141449,9,35,01-07,1084.0,nao
141450,10,45,01-07,5.47,nao
141451,7,32,01-07,8669.85,nao
141452,3,36,01-07,394.0,nao
141453,8,14,01-07,759187.1089599099,nao
141454,21,30,01-07,2667.68,nao
141455,2,25,01-07,10612.29,nao
141456,17,31,01-07,2797.2,nao
141457,26,36,01-07,618.0,nao
141458,12,10,01-07,14555.55,nao
141459,12,40,01-07,51909.06,nao
141460,34,95,01-07,59168.6,nao
141461,34,55,01-07,7751.75,nao
141462,21,82,01-07,12741.98,nao
141463,30,9,01-07,20.92,nao
141464,21,90,01-07,,nao
141465,35,34,01-07,14012.63,nao
141466,34,65,01-07,48050.61,nao
141467,5,95,01-07,15093.85,nao
141468,29,92,01-07,26493.81,nao
141469,37,3,01-07,1804.58,nao
141470,13,14,01-07,21193.24,nao
141471,21,42,01-07,,nao
141472,31,44,01-07,918047.3679002108,nao
141473,9,59,01-07,309.55,nao
141474,26,95,01-07,64924.38,nao
141475,34,23,01-07,11580.52,nao
141476,23,29,01-07,8306.2,nao
141477,31,97,01-07,32886.85,nao
141478,27,90,01-07,96975.7,nao
141479,2,72,01-07,58501.48,nao
141480,8,21,01-07,4682.22,nao
141481,15,95,01-07,21693.58,nao
141482,7,25,01-07,5413.71,nao
141483,2,40,01-07,84723.83,nao
141484,1,60,01-07,1091.2,nao
141485,4,21,01-07,7823.23,nao
141486,1,44,01-07,,nao
141487,45,27,01-07,1556.34,nao
141488,17,91,01-07,16702.78,nao
141489,5,79,01-07,4999.13,nao
141490,31,31,01-07,1968.65,nao
141491,13,45,01-07,11.44,nao
141492,38,46,01-07,,nao
141493,15,52,01-07,1496.19,nao
141494,1,6,01-07,1376.15,nao
141495,34,31,01-07,1067.2,nao
141496,2,4,01-07,46972.35,nao
141497,44,67,01-07,646.1,nao
141498,30,7,01-07,200.03,nao
141499,4,16,01-07,2746.76,nao
141500,12,6,01-07,4410.0,nao
141501,13,24,01-07,6817.01,nao
141502,21,20,01-07,4307.73,nao
141503,28,3,01-07,12980.7,nao
141504,26,56,01-07,36.62,nao
141505,41,25,01-07,5277.03,nao
141506,30,25,01-07,39.75,nao
141507,45,13,01-07,26742.57,nao
141508,3,18,01-07,1210.6,nao
141509,26,90,01-07,56516.55,nao
141510,21,7,01-07,16036.4,nao
141511,1,42,01-07,7935.25,nao
141512,43,2,01-07,19339.88,nao
141513,10,10,01-07,43303.01,nao
141514,23,55,01-07,11971.22,nao
141515,45,25,01-07,6788.22,nao
141516,3,35,01-07,1178.0,nao
141517,44,21,01-07,,nao
141518,26,31,01-07,1165.0,nao
141519,7,54,01-07,71.84,nao
141520,4,87,01-07,9214.33,nao
141521,4,54,01-07,,nao
141522,41,51,01-07,8.88,nao
141523,17,42,01-07,,nao
141524,20,94,01-07,55099.4,nao
141525,4,96,01-07,22242.27,nao
141526,9,40,01-07,30553.14,nao
141527,41,32,01-07,3231.17,nao
141528,43,21,01-07,1487.18,nao
141529,10,50,01-07,3509.0,nao
141530,27,56,01-07,1226.89,nao
141531,17,20,01-07,14444.6,nao
141532,13,49,01-07,7820.38,nao
141533,40,27,01-07,,nao
141534,30,52,01-07,11.45,nao
141535,43,42,01-07,249.32,nao
141536,34,60,01-07,,nao
141537,45,32,01-07,2828.29,nao
141538,13,36,01-07,947.0,nao
141539,12,36,01-07,1289.0,nao
141540,36,55,01-07,23.0,nao
141541,21,21,01-07,2630.04,nao
141542,12,41,01-07,298.5,nao
141543,15,32,01-07,2568.58,nao
141544,26,21,01-07,5019.32,nao
141545,9,24,01-07,1445.32,nao
141546,21,98,01-07,12.5,nao
141547,26,55,01-07,11534.96,nao
141548,15,81,01-07,3994.23,nao
141549,31,74,01-07,18135.07,nao
141550,10,42,01-07,872042.1735704963,nao
141551,12,29,01-07,,nao
141552,36,97,01-07,6972.01,nao
141553,1,32,01-07,5276.25,nao
141554,17,18,01-07,4557.23,nao
141555,22,98,01-07,64.94,nao
141556,45,10,01-07,11594.05,nao
141557,7,20,01-07,2333.1,nao
141558,41,41,01-07,745.96,nao
141559,12,18,01-07,4014.1,nao
141560,17,67,01-07,4239.03,nao
141561,43,31,01-07,901624.3176038228,nao
141562,16,5,01-07,16752.08,nao
141563,1,67,01-07,4441.06,nao
141564,7,29,01-07,1939.0,nao
141565,8,9,01-07,6964.19,nao
141566,17,92,01-07,,nao
141567,34,67,01-07,4237.3,nao
141568,26,30,01-07,1862.46,nao
141569,13,10,01-07,27705.98,nao
141570,36,20,01-07,,nao
141571,23,41,01-07,242.0,nao
141572,2,28,01-07,1048.42,nao
141573,41,92,01-07,124014.9,nao
141574,4,9,01-07,20591.73,nao
141575,3,42,01-07,4564.68,nao
141576,17,3,01-07,49244.06,nao
141577,21,46,01-07,15376.13,nao
141578,16,1,01-07,9726.43,nao
141579,30,28,01-07,121.0,nao
141580,31,85,01-07,1600.94,nao
141581,21,93,01-07,829751.5363750552,nao
141582,36,26,01-07,100.25,nao
141583,4,40,01-07,84654.62,nao
141584,17,17,01-07,18928.55,nao
141585,9,28,01-07,412.0,nao
141586,15,31,01-07,1759.24,nao
141587,13,37,01-07,4129.01,nao
141588,28,4,01-07,31201.85,nao
141589,31,42,01-07,5334.53,nao
141590,27,87,01-07,14206.74,nao
141591,13,6,01-07,4380.95,nao
141592,17,46,01-07,30000.44,nao
141593,13,23,01-07,20260.54,nao
141594,34,38,01-07,,nao
141595,23,56,01-07,872.0,nao
141596,21,19,01-07,1670.11,nao
141597,21,44,01-07,2785.4,nao
141598,39,56,01-07,,nao
141599,36,80,01-07,21071.88,nao
141600,10,36,01-07,704.01,nao
141601,23,30,01-07,6253.5,nao
141602,23,11,01-07,26528.96,nao
141603,31,98,01-07,8207.22,nao
141604,15,82,01-07,8106.5,nao
141605,4,90,01-07,86035.62,nao
141606,26,11,01-07,11274.58,nao
141607,27,54,01-07,70.92,nao
141608,2,95,01-07,129537.08,nao
141609,31,87,01-07,8432.5,nao
141610,13,55,01-07,20554.41,nao
141611,37,97,01-07,14018.81,nao
141612,34,92,01-07,66186.35,nao
141613,10,25,01-07,15785.99,nao
141614,39,72,01-07,38130.56,nao
141615,9,41,01-07,458.75,nao
141616,35,49,01-07,-10.0,nao
141617,5,29,01-07,1550.6,nao
141618,21,79,01-07,19998.15,nao
141619,28,18,01-07,3681.71,nao
141620,35,40,01-07,31205.75,nao
141621,7,40,01-07,,nao
141622,26,59,01-07,334.29,nao
141623,15,41,01-07,304.0,nao
141624,23,10,01-07,27065.03,nao
141625,45,16,01-07,3401.33,nao
141626,12,12,01-07,3348.76,nao
141627,17,19,01-07,3422.91,nao
141628,8,5,01-07,,nao
141629,38,72,01-07,88.83,nao
141630,20,93,01-07,50662.25,nao
141631,31,27,01-07,1729.93,nao
141632,45,81,01-07,13447.15,nao
141633,17,45,01-07,5.97,nao
141634,34,22,01-07,7710.81,nao
141635,40,16,01-07,2711.19,nao
141636,31,23,01-07,17005.55,nao
141637,23,12,01-07,2883.47,nao
141638,4,3,01-07,826393.754706802,nao
141639,12,28,01-07,944.7,nao
141640,45,94,01-07,3846.97,nao
141641,30,8,01-07,,nao
141642,15,79,01-07,6860.08,nao
141643,36,40,01-07,10902.64,nao
141644,17,1,01-07,9599.12,nao
141645,21,38,01-07,46022.2,nao
141646,30,60,01-07,,nao
141647,34,24,01-07,2122.75,nao
141648,9,38,01-07,95290.63,nao
141649,40,17,01-07,6338.47,nao
141650,45,31,01-07,,nao
141651,34,41,01-07,40.5,nao
141652,26,33,01-07,1454.49,nao
141653,23,16,01-07,987137.4403911253,nao
141654,4,94,01-07,,nao
141655,38,67,01-07,453.91,nao
141656,21,81,01-07,6420.47,nao
141657,26,51,01-07,91.68,nao
141658,12,11,01-07,20612.46,nao
141659,1,10,01-07,24500.27,nao
141660,21,36,01-07,883448.3437348051,nao
141661,40,30,01-07,1892.34,nao
141662,26,52,01-07,1070.74,nao
141663,31,49,01-07,6589.98,nao
141664,42,93,01-07,38853.53,nao
141665,45,11,01-07,11290.02,nao
141666,7,36,01-07,2422.0,nao
141667,8,3,01-07,11550.37,nao
141668,13,35,01-07,2705.5,nao
141669,15,40,01-07,30520.64,nao
141670,17,23,01-07,10611.04,nao
141671,28,16,01-07,1839.89,nao
141672,2,91,01-07,82980.32,nao
141673,7,98,01-07,22.54,nao
141674,2,87,01-07,22308.76,nao
141675,21,6,01-07,1979.48,nao
141676,41,33,01-07,3567.82,nao
141677,17,40,01-07,61958.93,nao
141678,10,17,01-07,23506.34,nao
141679,15,33,01-07,1963.44,nao
141680,30,80,01-07,6523.25,nao
141681,20,95,01-07,133493.93,nao
141682,10,27,01-07,5670.11,nao
141683,31,71,01-07,4073.32,nao
141684,8,11,01-07,19752.18,nao
141685,5,12,01-07,1843.32,nao
141686,41,38,01-07,56807.32,nao
141687,21,23,01-07,964482.7344266474,nao
141688,1,5,01-07,22699.69,nao
141689,30,79,01-07,6252.4,nao
141690,42,4,01-07,16156.63,nao
141691,31,28,01-07,804.42,nao
141692,21,35,01-07,1947.75,nao
141693,17,25,01-07,4740.48,nao
141694,28,1,01-07,14810.44,nao
141695,43,25,01-07,43.25,nao
141696,13,52,01-07,3526.53,nao
141697,10,44,01-07,8277.61,nao
141698,17,38,01-07,68990.59,nao
141699,8,24,01-07,2615.74,nao
141700,4,5,01-07,43516.56,nao
141701,12,20,01-07,4979.93,nao
141702,35,35,01-07,1722.0,nao
141703,27,92,01-07,147687.42,nao
141704,10,49,01-07,16222.12,nao
141705,30,1,01-07,7410.35,nao
141706,13,8,01-07,36472.35,nao
141707,39,49,01-07,7277.45,nao
141708,17,24,01-07,797118.6038936925,nao
141709,5,82,01-07,3556.06,nao
141710,3,33,01-07,1749.09,nao
141711,34,25,01-07,5279.85,nao
141712,15,55,01-07,4232.56,nao
141713,22,82,01-07,12658.81,nao
141714,35,46,01-07,10344.86,nao
141715,12,26,01-07,970299.0213182932,nao
141716,30,18,01-07,145.32,nao
141717,42,97,01-07,20529.69,nao
141718,4,95,01-07,119611.19,nao
141719,16,82,01-07,,nao
141720,27,71,01-07,9807.12,nao
141721,10,34,01-07,805926.3585094169,nao
141722,31,90,01-07,82128.92,nao
141723,13,27,01-07,2559.8,nao
141724,23,52,01-07,2961.65,nao
141725,34,30,01-07,1320.0,nao
141726,41,28,01-07,,nao
141727,16,3,01-07,10035.0,nao
141728,17,72,01-07,88431.75,nao
141729,17,71,01-07,5969.84,nao
141730,23,54,01-07,,nao
141731,8,17,01-07,8524.44,nao
141732,5,81,01-07,2201.13,nao
141733,45,85,01-07,2145.93,nao
141734,34,59,01-07,645.83,nao
141735,44,60,01-07,475.2,nao
141736,6,7,01-07,16937.17,nao
141737,9,54,01-07,33.0,nao
141738,7,38,01-07,44230.72,nao
141739,21,22,01-07,6833.6,nao
141740,26,54,01-07,25.92,nao
141741,28,2,01-07,,nao
141742,4,52,01-07,3491.71,nao
141743,15,80,01-07,830216.3527419576,nao
141744,40,23,01-07,8603.49,nao
141745,17,2,01-07,59977.5,nao
141746,39,52,01-07,1860.99,nao
141747,13,54,01-07,160.92,nao
141748,43,32,01-07,5.0,nao
141749,41,40,01-07,57415.62,nao
141750,10,35,01-07,6761.0,nao
141751,17,90,01-07,41462.21,nao
141752,22,97,01-07,5037.16,nao
141753,8,10,01-07,16357.58,nao
141754,41,95,01-07,78018.92,nao
141755,31,72,01-07,36672.21,nao
141756,2,94,01-07,64150.93,nao
141757,7,21,01-07,1620.83,nao
141758,9,32,01-07,3026.53,nao
141759,17,21,01-07,,nao
141760,10,26,01-07,10207.8,nao
141761,13,25,01-07,9364.08,nao
141762,1,83,01-07,991805.1708759451,nao
141763,37,8,01-07,16520.79,nao
141764,28,17,01-07,8869.42,nao
141765,34,40,01-07,43534.74,nao
141766,23,42,01-07,10054.62,nao
141767,21,41,01-07,1012.83,nao
141768,12,46,01-07,,nao
141769,34,85,01-07,2215.01,nao
141770,17,41,01-07,4.25,nao
141771,36,21,01-07,270.94,nao
141772,44,12,01-07,794886.3175274035,nao
141773,3,32,01-07,3795.9,nao
141774,39,71,01-07,,nao
141775,5,59,01-07,,nao
141776,26,12,01-07,2160.37,nao
141777,27,3,01-07,16793.85,nao
141778,3,22,01-07,2698.29,nao
141779,22,92,01-07,54345.55,nao
141780,30,2,01-07,13637.65,nao
141781,23,28,01-07,904.73,nao
141782,13,26,01-07,8858.06,nao
141783,5,94,01-07,181.64,nao
141784,27,91,01-07,72493.11,nao
141785,37,10,01-07,336.07,nao
141786,34,56,01-07,365.71,nao
141787,5,7,01-07,3625.51,nao
141788,36,98,01-07,9938.6,nao
141789,12,27,01-07,2689.57,nao
141790,26,32,01-07,2587.69,nao
141791,38,82,01-07,965057.884084724,nao
141792,7,58,01-07,1110.0,nao
141793,29,93,01-07,,nao
141794,44,28,01-07,52.48,nao
141795,23,13,01-07,33381.71,nao
141796,31,96,01-07,,nao
141797,45,93,01-07,,nao
141798,6,3,01-07,18513.34,nao
141799,30,21,01-07,1636.74,nao
141800,7,30,01-07,1056.9,nao
141801,34,58,01-07,2820.0,nao
141802,4,18,01-07,5893.14,nao
141803,17,87,01-07,10776.24,nao
141804,44,74,01-07,466.49,nao
141805,21,40,01-07,897701.2035341314,nao
141806,3,38,01-07,137923.62,nao
141807,4,85,01-07,2471.27,nao
141808,13,46,01-07,36661.45,nao
141809,17,22,01-07,23168.32,nao
141810,12,7,01-07,22748.09,nao
141811,26,20,01-07,2786.23,nao
141812,26,91,01-07,43008.94,nao
141813,23,14,01-07,26394.19,nao
141814,31,46,01-07,22166.5,nao
141815,12,19,01-07,2494.47,nao
141816,13,17,01-07,16401.47,nao
141817,12,83,01-07,269.34,nao
141818,27,12,01-07,2520.65,nao
141819,22,24,01-07,5129.55,nao
141820,1,80,01-07,14670.69,nao
141821,31,16,01-07,794972.1863780846,nao
141822,6,55,01-07,16048.32,nao
141823,27,22,01-07,15049.32,nao
141824,41,11,01-07,17199.11,nao
141825,19,3,01-07,15321.16,nao
141826,16,51,01-07,1.75,nao
141827,24,74,01-07,15863.67,nao
141828,42,42,01-07,102.01,nao
141829,45,20,01-07,3904.53,nao
141830,18,35,01-07,2269.25,nao
141831,20,31,01-07,3160.17,nao
141832,25,55,01-07,4781.98,nao
141833,14,79,01-07,35290.13,nao
141834,37,83,01-07,3210.66,nao
141835,29,22,01-07,,nao
141836,35,6,01-07,2908.18,nao
141837,10,90,01-07,15579.51,nao
141838,24,9,01-07,6584.35,nao
141839,4,45,01-07,31.41,nao
141840,19,41,01-07,1141.7,nao
141841,45,5,01-07,14067.89,nao
141842,11,44,01-07,4003.76,nao
141843,25,18,01-07,6704.85,nao
141844,13,96,01-07,5891.75,nao
141845,32,55,01-07,7862.14,nao
141846,3,60,01-07,140.8,nao
141847,30,95,01-07,42486.41,nao
141848,40,44,01-07,2302.51,nao
141849,39,33,01-07,3841.69,nao
141850,28,81,01-07,28685.58,nao
141851,11,82,01-07,,nao
141852,32,25,01-07,7093.14,nao
141853,5,23,01-07,4087.36,nao
141854,44,6,01-07,,nao
141855,14,20,01-07,,nao
141856,5,2,01-07,10998.63,nao
141857,4,33,01-07,9246.91,nao
141858,29,48,01-07,14.97,nao
141859,32,54,01-07,101.64,nao
141860,19,28,01-07,821.7,nao
141861,15,7,01-07,9408.43,nao
141862,45,21,01-07,,nao
141863,25,54,01-07,35.92,nao
141864,1,20,01-07,3218.91,nao
141865,5,1,01-07,7335.45,nao
141866,18,36,01-07,1285.0,nao
141867,8,37,01-07,1672.17,nao
141868,20,30,01-07,5003.54,nao
141869,19,92,01-07,112141.82,nao
141870,35,60,01-07,44.0,nao
141871,37,31,01-07,98.6,nao
141872,39,96,01-07,17294.65,nao
141873,38,21,01-07,1011.36,nao
141874,33,94,01-07,,nao
141875,36,82,01-07,,nao
141876,6,38,01-07,101194.55,nao
141877,9,10,01-07,10651.17,nao
141878,19,2,01-07,42431.88,nao
141879,24,40,01-07,42178.54,nao
141880,2,19,01-07,4036.13,nao
141881,4,14,01-07,813979.9963896263,nao
141882,36,2,01-07,12179.72,nao
141883,35,13,01-07,26875.23,nao
141884,28,38,01-07,57162.22,nao
141885,24,8,01-07,44730.49,nao
141886,7,4,01-07,19206.86,nao
141887,32,23,01-07,12648.64,nao
141888,40,97,01-07,17944.87,nao
141889,38,96,01-07,8653.12,nao
141890,11,83,01-07,,nao
141891,40,67,01-07,3970.22,nao
141892,27,36,01-07,1818.0,nao
141893,24,7,01-07,15361.19,nao
141894,45,72,01-07,30784.04,nao
141895,19,91,01-07,59560.82,nao
141896,10,5,01-07,49255.31,nao
141897,3,4,01-07,9060.68,nao
141898,10,87,01-07,23122.64,nao
141899,20,33,01-07,4832.64,nao
141900,13,95,01-07,108849.85,nao
141901,22,42,01-07,6602.19,nao
141902,39,34,01-07,10909.0,nao
141903,35,26,01-07,7717.98,nao
141904,25,59,01-07,666.58,nao
141905,27,35,01-07,1958.25,nao
141906,43,79,01-07,18646.66,nao
141907,22,11,01-07,11572.73,nao
141908,35,82,01-07,8238.13,nao
141909,33,96,01-07,5966.82,nao
141910,3,26,01-07,1661.8,nao
141911,2,17,01-07,11669.55,nao
141912,35,20,01-07,7824.05,nao
141913,5,20,01-07,754.42,nao
141914,9,11,01-07,14700.03,nao
141915,8,58,01-07,1918.0,nao
141916,15,9,01-07,8252.24,nao
141917,3,82,01-07,6303.58,nao
141918,24,6,01-07,3478.83,nao
141919,38,11,01-07,963.86,nao
141920,42,12,01-07,82.95,nao
141921,25,58,01-07,870.0,nao
141922,32,24,01-07,2386.05,nao
141923,15,8,01-07,18043.51,nao
141924,41,72,01-07,44506.55,nao
141925,29,51,01-07,42.64,nao
141926,33,95,01-07,22925.66,nao
141927,29,9,01-07,5233.47,nao
141928,18,34,01-07,14909.7,nao
141929,29,52,01-07,798.17,nao
141930,2,13,01-07,47995.82,nao
141931,7,95,01-07,942243.8678864801,nao
141932,16,34,01-07,3915.0,nao
141933,28,37,01-07,1768.65,nao
141934,42,82,01-07,7321.08,nao
141935,6,85,01-07,2693.85,nao
141936,12,98,01-07,631.01,nao
141937,25,56,01-07,147.79,nao
141938,11,11,01-07,17121.39,nao
141939,36,11,01-07,,nao
141940,1,72,01-07,,nao
141941,8,80,01-07,9251.06,nao
141942,19,4,01-07,29792.17,nao
141943,20,32,01-07,,nao
141944,24,92,01-07,128113.41,nao
141945,24,82,01-07,14772.2,nao
141946,18,33,01-07,5553.91,nao
141947,16,52,01-07,1618.44,nao
141948,37,17,01-07,294.16,nao
141949,22,59,01-07,1915.07,nao
141950,14,21,01-07,6661.62,nao
141951,6,23,01-07,823983.5553071786,nao
141952,8,95,01-07,761120.9534171586,nao
141953,39,93,01-07,37550.64,nao
141954,20,34,01-07,14712.5,nao
141955,22,58,01-07,3791.0,nao
141956,29,46,01-07,9829.62,nao
141957,28,41,01-07,794.0,nao
141958,42,81,01-07,17045.99,nao
141959,22,44,01-07,3365.04,nao
141960,4,92,01-07,155246.63,nao
141961,3,54,01-07,65.92,nao
141962,7,2,01-07,793596.3618819569,nao
141963,15,5,01-07,12897.82,nao
141964,12,97,01-07,,nao
141965,25,21,01-07,4072.79,nao
141966,32,52,01-07,1838.72,nao
141967,32,27,01-07,1384.95,nao
141968,29,24,01-07,2156.82,nao
141969,18,97,01-07,3582.4,nao
141970,11,80,01-07,12024.82,nao
141971,27,13,01-07,50430.12,nao
141972,33,25,01-07,21.5,nao
141973,10,92,01-07,51842.94,nao
141974,14,19,01-07,114.0,nao
141975,20,27,01-07,3111.96,nao
141976,22,13,01-07,888663.8794801114,nao
141977,33,1,01-07,1981.18,nao
141978,18,41,01-07,297.0,nao
141979,31,9,01-07,8183.96,nao
141980,24,12,01-07,1894.12,nao
141981,37,72,01-07,247.48,nao
141982,2,1,01-07,19092.94,nao
141983,8,38,01-07,,nao
141984,4,80,01-07,,nao
141985,1,38,01-07,85242.8,nao
141986,33,92,01-07,35284.67,nao
141987,40,87,01-07,19538.67,nao
141988,19,33,01-07,,nao
141989,4,26,01-07,11334.47,nao
141990,29,44,01-07,,nao
141991,16,46,01-07,15046.33,nao
141992,29,8,01-07,19321.38,nao
141993,16,35,01-07,403.0,nao
141994,24,13,01-07,,nao
141995,39,14,01-07,19318.35,nao
141996,42,60,01-07,387.2,nao
141997,11,9,01-07,877298.3781871249,nao
141998,5,31,01-07,479.53,nao
141999,24,37,01-07,2522.47,nao
142000,18,42,01-07,5359.0,nao
142001,14,1,01-07,,nao
142002,25,49,01-07,8821.25,nao
142003,14,81,01-07,39120.8,nao
142004,12,91,01-07,6049.55,nao
142005,41,60,01-07,,nao
142006,28,42,01-07,6392.86,nao
142007,29,42,01-07,2885.13,nao
142008,35,67,01-07,,nao
142009,6,37,01-07,3306.84,nao
142010,11,46,01-07,,nao
142011,39,91,01-07,58650.6,nao
142012,22,34,01-07,15637.25,nao
142013,4,24,01-07,7391.66,nao
142014,6,25,01-07,8057.84,nao
142015,14,49,01-07,10254.9,nao
142016,3,91,01-07,103.77,nao
142017,5,35,01-07,639.5,nao
142018,24,93,01-07,38167.26,nao
142019,28,80,01-07,20770.05,nao
142020,33,91,01-07,8581.09,nao
142021,39,25,01-07,4434.44,nao
142022,32,51,01-07,10.92,nao
142023,14,44,01-07,3734.49,nao
142024,19,94,01-07,34080.06,nao
142025,42,13,01-07,15742.48,nao
142026,19,93,01-07,38536.14,nao
142027,38,97,01-07,11819.94,nao
142028,11,81,01-07,12056.12,nao
142029,8,56,01-07,290.3,nao
142030,1,8,01-07,36599.46,nao
142031,40,3,01-07,6778.89,nao
142032,24,38,01-07,77370.88,nao
142033,44,90,01-07,28656.69,nao
142034,7,3,01-07,10274.75,nao
142035,44,42,01-07,42.64,nao
142036,16,26,01-07,1829.42,nao
142037,18,38,01-07,70595.22,nao
142038,9,72,01-07,22479.42,nao
142039,24,10,01-07,21811.32,nao
142040,31,8,01-07,24567.89,nao
142041,10,91,01-07,12602.91,nao
142042,20,29,01-07,8531.53,nao
142043,6,24,01-07,3469.82,nao
142044,13,97,01-07,24724.72,nao
142045,32,26,01-07,4108.37,nao
142046,25,20,01-07,2934.69,nao
142047,35,93,01-07,1182.01,nao
142048,5,41,01-07,228.13,nao
142049,16,12,01-07,,nao
142050,22,12,01-07,2297.16,nao
142051,39,13,01-07,53020.88,nao
142052,36,10,01-07,95.21,nao
142053,4,98,01-07,11899.36,nao
142054,11,10,01-07,,nao
142055,1,4,01-07,37947.8,nao
142056,29,23,01-07,12377.98,nao
142057,33,93,01-07,955206.6740664582,nao
142058,33,21,01-07,265.87,nao
142059,40,45,01-07,20.94,nao
142060,14,80,01-07,37383.57,nao
142061,18,98,01-07,121.9,nao
142062,3,13,01-07,770771.5559927322,nao
142063,30,87,01-07,432.08,nao
142064,25,50,01-07,2165.0,nao
142065,24,81,01-07,22811.08,nao
142066,39,98,01-07,7666.71,nao
142067,24,11,01-07,12450.39,nao
142068,40,98,01-07,,nao
142069,9,9,01-07,7528.47,nao
142070,13,98,01-07,11289.01,nao
142071,27,42,01-07,9487.43,nao
142072,6,87,01-07,39221.46,nao
142073,28,40,01-07,52541.78,nao
142074,16,19,01-07,641.75,nao
142075,43,80,01-07,827622.760152877,nao
142076,8,97,01-07,17181.05,nao
142077,44,1,01-07,4511.01,nao
142078,14,36,01-07,908.0,nao
142079,18,40,01-07,68092.73,nao
142080,19,1,01-07,9446.29,nao
142081,11,45,01-07,31.38,nao
142082,41,10,01-07,12505.29,nao
142083,45,18,01-07,7825.11,nao
142084,12,80,01-07,16.48,nao
142085,39,7,01-07,17469.73,nao
142086,24,96,01-07,7728.54,nao
142087,3,10,01-07,7433.66,nao
142088,20,28,01-07,945.22,nao
142089,25,52,01-07,760384.6356503255,nao
142090,45,38,01-07,63793.31,nao
142091,12,58,01-07,1280.0,nao
142092,15,6,01-07,1101.76,nao
142093,28,79,01-07,,nao
142094,33,20,01-07,68.0,nao
142095,33,97,01-07,914925.4582050937,nao
142096,11,90,01-07,47370.18,nao
142097,22,9,01-07,14530.02,nao
142098,10,82,01-07,20903.03,nao
142099,24,2,01-07,945192.4121256601,nao
142100,20,41,01-07,3002.4,nao
142101,22,41,01-07,308.0,nao
142102,36,1,01-07,1774.11,nao
142103,34,2,01-07,951027.7940174971,nao
142104,14,71,01-07,10760.72,nao
142105,7,7,01-07,8373.02,nao
142106,28,97,01-07,34061.84,nao
142107,44,94,01-07,21596.66,nao
142108,6,20,01-07,6984.49,nao
142109,16,10,01-07,18476.28,nao
142110,44,87,01-07,394.72,nao
142111,24,1,01-07,10646.78,nao
142112,25,79,01-07,7374.86,nao
142113,22,67,01-07,6412.88,nao
142114,29,56,01-07,24.5,nao
142115,25,12,01-07,1569.43,nao
142116,6,59,01-07,1613.45,nao
142117,6,41,01-07,1707.0,nao
142118,2,16,01-07,842230.0280692126,nao
142119,11,26,01-07,5464.51,nao
142120,15,13,01-07,17747.55,nao
142121,9,13,01-07,22711.57,nao
142122,16,32,01-07,909823.3847162549,nao
142123,33,16,01-07,186.25,nao
142124,12,55,01-07,15806.32,nao
142125,6,82,01-07,,nao
142126,13,91,01-07,,nao
142127,32,59,01-07,868.34,nao
142128,32,19,01-07,1435.32,nao
142129,29,18,01-07,,nao
142130,19,48,01-07,21.96,nao
142131,42,40,01-07,21585.72,nao
142132,31,7,01-07,13398.96,nao
142133,5,25,01-07,1819.21,nao
142134,19,7,01-07,18027.24,nao
142135,28,34,01-07,15175.25,nao
142136,32,92,01-07,100818.34,nao
142137,4,10,01-07,28722.69,nao
142138,40,96,01-07,9610.74,nao
142139,32,20,01-07,3845.94,nao
142140,35,16,01-07,2175.63,nao
142141,13,92,01-07,151322.25,nao
142142,15,12,01-07,2574.61,nao
142143,5,5,01-07,5709.94,nao
142144,40,71,01-07,3236.12,nao
142145,25,74,01-07,17341.93,nao
142146,8,94,01-07,23061.92,nao
142147,11,13,01-07,803975.972616504,nao
142148,20,40,01-07,92715.41,nao
142149,27,32,01-07,5515.97,nao
142150,5,34,01-07,2867.7,nao
142151,40,4,01-07,24691.51,nao
142152,5,21,01-07,972.2,nao
